technique_id,name,phases,platforms,permissions
T1011,Exfiltration Over Other Network Medium,exfiltration,"Linux,macOS,Windows",None
T1052,Exfiltration Over Physical Medium,exfiltration,"Linux,macOS,Windows",None
T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",None
T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,exfiltration,"Linux,macOS,Windows",None
T1567,Exfiltration Over Web Service,exfiltration,"Linux,macOS,Windows",None
T1052.001,Exfiltration over USB,exfiltration,"Linux,macOS,Windows",None
T1567.002,Exfiltration to Cloud Storage,exfiltration,"Linux,macOS,Windows",None
T1567.001,Exfiltration to Code Repository,exfiltration,"Linux,macOS,Windows",None
T1190,Exploit Public-Facing Application,initial-access,"Windows,IaaS,Network,Linux,macOS,Containers",None
T1203,Exploitation for Client Execution,execution,"Linux,Windows,macOS",None
T1212,Exploitation for Credential Access,credential-access,"Linux,Windows,macOS",User
T1211,Exploitation for Defense Evasion,defense-evasion,"Linux,Windows,macOS",User
T1068,Exploitation for Privilege Escalation,privilege-escalation,"Linux,macOS,Windows,Containers",User
T1210,Exploitation of Remote Services,lateral-movement,"Linux,Windows,macOS",User
T1587.004,Exploits,resource-development,PRE,None
T1588.005,Exploits,resource-development,PRE,None
T1491.002,External Defacement,impact,"Windows,IaaS,Linux,macOS",None
T1090.002,External Proxy,command-and-control,"Linux,macOS,Windows",None
T1133,External Remote Services,"persistence,initial-access","Windows,Linux,Containers,macOS",User
T1055.011,Extra Window Memory Injection,"defense-evasion,privilege-escalation",Windows,None
T1008,Fallback Channels,command-and-control,"Linux,Windows,macOS",None
T1568.001,Fast Flux DNS,command-and-control,"Linux,macOS,Windows",None
T1070.004,File Deletion,defense-evasion,"Linux,macOS,Windows",User
T1071.002,File Transfer Protocols,command-and-control,"Linux,macOS,Windows",None
T1083,File and Directory Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM"
T1222,File and Directory Permissions Modification,defense-evasion,"Linux,Windows,macOS","User,Administrator,SYSTEM,root"
T1592.003,Firmware,reconnaissance,PRE,None
T1495,Firmware Corruption,impact,"Linux,macOS,Windows","Administrator,root,SYSTEM"
T1187,Forced Authentication,credential-access,Windows,User
T1606,Forge Web Credentials,credential-access,"SaaS,Windows,macOS,Linux,Azure AD,Office 365,Google Workspace,IaaS",None
T1056.002,GUI Input Capture,"collection,credential-access","macOS,Windows,Linux",User
T1553.001,Gatekeeper Bypass,defense-evasion,macOS,"User,Administrator"
T1592,Gather Victim Host Information,reconnaissance,PRE,None
T1589,Gather Victim Identity Information,reconnaissance,PRE,None
T1590,Gather Victim Network Information,reconnaissance,PRE,None
T1591,Gather Victim Org Information,reconnaissance,PRE,None
T1558.001,Golden Ticket,credential-access,Windows,User
T1615,Group Policy Discovery,discovery,Windows,User
T1484.001,Group Policy Modification,"defense-evasion,privilege-escalation",Windows,"Administrator,User"
T1552.006,Group Policy Preferences,credential-access,Windows,User
T1027.006,HTML Smuggling,defense-evasion,"Windows,Linux,macOS",User
T1592.001,Hardware,reconnaissance,PRE,None
T1200,Hardware Additions,initial-access,"Windows,Linux,macOS",None
T1564.005,Hidden File System,defense-evasion,"Linux,macOS,Windows","User,Administrator"
T1564.001,Hidden Files and Directories,defense-evasion,"Windows,macOS,Linux",User
T1564.002,Hidden Users,defense-evasion,"macOS,Windows","root,Administrator"
T1564.003,Hidden Window,defense-evasion,"macOS,Windows",User
T1564,Hide Artifacts,defense-evasion,"Linux,macOS,Windows,Office 365",None
T1574,Hijack Execution Flow,"persistence,privilege-escalation,defense-evasion","Linux,macOS,Windows",None
T1505.004,IIS Components,persistence,Windows,"Administrator,SYSTEM"
T1590.005,IP Addresses,reconnaissance,PRE,None
T1591.003,Identify Business Tempo,reconnaissance,PRE,None
T1591.004,Identify Roles,reconnaissance,PRE,None
T1546.012,Image File Execution Options Injection,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM"
T1562.003,Impair Command History Logging,defense-evasion,"Linux,macOS,Windows",User
T1562,Impair Defenses,defense-evasion,"Windows,Office 365,IaaS,Linux,macOS,Containers,Network","Administrator,User"
T1525,Implant Internal Image,persistence,"IaaS,Containers",User
T1562.006,Indicator Blocking,defense-evasion,"Windows,macOS,Linux",None
T1027.005,Indicator Removal from Tools,defense-evasion,"Linux,macOS,Windows",None
T1070,Indicator Removal on Host,defense-evasion,"Linux,macOS,Windows,Containers",None
T1202,Indirect Command Execution,defense-evasion,Windows,User
T1105,Ingress Tool Transfer,command-and-control,"Linux,macOS,Windows",User
T1490,Inhibit System Recovery,impact,"Windows,macOS,Linux","Administrator,root,SYSTEM,User"
T1056,Input Capture,"collection,credential-access","Linux,macOS,Windows,Network","Administrator,SYSTEM,root,User"
T1608.003,Install Digital Certificate,resource-development,PRE,None
T1553.004,Install Root Certificate,defense-evasion,"Linux,macOS,Windows","Administrator,User"
T1218.004,InstallUtil,defense-evasion,Windows,User
T1559,Inter-Process Communication,execution,"Windows,macOS","Administrator,User,SYSTEM"
T1491.001,Internal Defacement,impact,"Linux,macOS,Windows",None
T1090.001,Internal Proxy,command-and-control,"Linux,macOS,Windows",None
T1534,Internal Spearphishing,lateral-movement,"Windows,macOS,Linux,Office 365,SaaS,Google Workspace",User
T1016.001,Internet Connection Discovery,discovery,"Windows,Linux,macOS",User
T1036.001,Invalid Code Signature,defense-evasion,"macOS,Windows",None
T1059.007,JavaScript,execution,"Windows,macOS,Linux","User,Administrator,SYSTEM"
T1001.001,Junk Data,command-and-control,"Linux,macOS,Windows",None
T1558.003,Kerberoasting,credential-access,Windows,None
T1547.006,Kernel Modules and Extensions,"persistence,privilege-escalation","macOS,Linux",root
T1555.001,Keychain,credential-access,macOS,Administrator
T1056.001,Keylogging,"collection,credential-access","Windows,macOS,Linux,Network","Administrator,root,SYSTEM,User"
T1546.006,LC_LOAD_DYLIB Addition,"privilege-escalation,persistence",macOS,User
T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,"credential-access,collection",Windows,User
T1003.004,LSA Secrets,credential-access,Windows,SYSTEM
T1547.008,LSASS Driver,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1003.001,LSASS Memory,credential-access,Windows,"Administrator,SYSTEM"
T1570,Lateral Tool Transfer,lateral-movement,"Linux,macOS,Windows",User
T1543.001,Launch Agent,"persistence,privilege-escalation",macOS,"Administrator,User"
T1543.004,Launch Daemon,"persistence,privilege-escalation",macOS,Administrator
T1569.001,Launchctl,execution,macOS,"User,root"
T1608.005,Link Target,resource-development,PRE,None
T1222.002,Linux and Mac File and Directory Permissions Modification,defense-evasion,"macOS,Linux","User,root"
T1136.001,Local Account,persistence,"Linux,macOS,Windows",Administrator
T1087.001,Local Account,discovery,"Linux,macOS,Windows",User
T1078.003,Local Accounts,"defense-evasion,persistence,privilege-escalation,initial-access","Linux,macOS,Windows,Containers","Administrator,User"
T1074.001,Local Data Staging,collection,"Linux,macOS,Windows",None
T1114.001,Local Email Collection,collection,Windows,User
T1069.001,Local Groups,discovery,"Linux,macOS,Windows",User
T1547.015,Login Items,"persistence,privilege-escalation",macOS,User
T1037.002,Logon Script (Mac),"persistence,privilege-escalation",macOS,None
T1037.001,Logon Script (Windows),"persistence,privilege-escalation",Windows,None
T1218.014,MMC,defense-evasion,Windows,"User,Administrator"
T1127.001,MSBuild,defense-evasion,Windows,None
T1071.003,Mail Protocols,command-and-control,"Linux,macOS,Windows",None
T1134.003,Make and Impersonate Token,"defense-evasion,privilege-escalation",Windows,"Administrator,User"
T1204.002,Malicious File,execution,"Linux,macOS,Windows",User
T1204.003,Malicious Image,execution,"IaaS,Containers",User
T1204.001,Malicious Link,execution,"Linux,macOS,Windows",User
T1587.001,Malware,resource-development,PRE,None
T1588.001,Malware,resource-development,PRE,None
T1553.005,Mark-of-the-Web Bypass,defense-evasion,Windows,User
T1036.004,Masquerade Task or Service,defense-evasion,"Windows,Linux,macOS","User,Administrator,SYSTEM"
T1036,Masquerading,defense-evasion,"Linux,macOS,Windows,Containers",None
T1036.005,Match Legitimate Name or Location,defense-evasion,"Linux,macOS,Windows,Containers",None
T1218.013,Mavinject,defense-evasion,Windows,User
T1556,Modify Authentication Process,"credential-access,defense-evasion,persistence","Windows,Linux,macOS,Network",None
T1578,Modify Cloud Compute Infrastructure,defense-evasion,IaaS,User
T1112,Modify Registry,defense-evasion,Windows,"User,Administrator,SYSTEM"
T1601,Modify System Image,defense-evasion,Network,Administrator
T1218.005,Mshta,defense-evasion,Windows,User
T1218.007,Msiexec,defense-evasion,Windows,User
T1104,Multi-Stage Channels,command-and-control,"Linux,macOS,Windows",None
T1090.003,Multi-hop Proxy,command-and-control,"Linux,macOS,Windows,Network",None
T1003.003,NTDS,credential-access,Windows,Administrator
T1564.004,NTFS File Attributes,defense-evasion,Windows,None
T1106,Native API,execution,"Windows,macOS,Linux",User
T1546.007,Netsh Helper DLL,"privilege-escalation,persistence",Windows,"Administrator,SYSTEM"
T1599.001,Network Address Translation Traversal,defense-evasion,Network,Administrator
T1599,Network Boundary Bridging,defense-evasion,Network,Administrator
T1498,Network Denial of Service,impact,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",None
T1556.004,Network Device Authentication,"credential-access,defense-evasion,persistence",Network,Administrator
T1059.008,Network Device CLI,execution,Network,"Administrator,User"
T1602.002,Network Device Configuration Dump,collection,Network,Administrator
T1037.003,Network Logon Script,"persistence,privilege-escalation",Windows,None
T1590.006,Network Security Appliances,reconnaissance,PRE,None
T1046,Network Service Scanning,discovery,"Windows,IaaS,Linux,macOS,Containers","Administrator,SYSTEM,User"
T1070.005,Network Share Connection Removal,defense-evasion,Windows,"Administrator,User"
T1135,Network Share Discovery,discovery,"macOS,Windows,Linux",User
T1040,Network Sniffing,"credential-access,discovery","Linux,macOS,Windows,Network","Administrator,SYSTEM"
T1590.004,Network Topology,reconnaissance,PRE,None
T1590.003,Network Trust Dependencies,reconnaissance,PRE,None
T1095,Non-Application Layer Protocol,command-and-control,"Windows,Linux,macOS,Network",None
T1132.002,Non-Standard Encoding,command-and-control,"Linux,macOS,Windows",User
T1571,Non-Standard Port,command-and-control,"Linux,macOS,Windows",None
T1003,OS Credential Dumping,credential-access,"Windows,Linux,macOS","Administrator,SYSTEM,root"
T1499.001,OS Exhaustion Flood,impact,"Linux,macOS,Windows",None
T1027,Obfuscated Files or Information,defense-evasion,"Linux,macOS,Windows",None
T1588,Obtain Capabilities,resource-development,PRE,None
T1218.008,Odbcconf,defense-evasion,Windows,User
T1137,Office Application Startup,persistence,"Windows,Office 365","User,Administrator"
T1137.001,Office Template Macros,persistence,"Windows,Office 365","User,Administrator"
T1137.002,Office Test,persistence,"Windows,Office 365","Administrator,User"
T1102.003,One-Way Communication,command-and-control,"Linux,macOS,Windows",User
T1137.003,Outlook Forms,persistence,"Windows,Office 365","Administrator,User"
T1137.004,Outlook Home Page,persistence,"Windows,Office 365","Administrator,User"
T1137.005,Outlook Rules,persistence,"Windows,Office 365","Administrator,User"
T1134.004,Parent PID Spoofing,"defense-evasion,privilege-escalation",Windows,"User,Administrator"
T1550.002,Pass the Hash,"defense-evasion,lateral-movement",Windows,None
T1550.003,Pass the Ticket,"defense-evasion,lateral-movement",Windows,None
T1110.002,Password Cracking,credential-access,"Linux,macOS,Windows,Office 365,Azure AD",User
T1556.002,Password Filter DLL,"credential-access,defense-evasion,persistence",Windows,"Administrator,SYSTEM"
T1110.001,Password Guessing,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User
T1555.005,Password Managers,credential-access,"Linux,macOS,Windows",User
T1201,Password Policy Discovery,discovery,"Windows,Linux,macOS,IaaS",User
T1110.003,Password Spraying,credential-access,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User
T1601.001,Patch System Image,defense-evasion,Network,Administrator
T1574.007,Path Interception by PATH Environment Variable,"persistence,privilege-escalation,defense-evasion",Windows,None
T1574.008,Path Interception by Search Order Hijacking,"persistence,privilege-escalation,defense-evasion",Windows,"Administrator,User,SYSTEM"
T1574.009,Path Interception by Unquoted Path,"persistence,privilege-escalation,defense-evasion",Windows,None
T1120,Peripheral Device Discovery,discovery,"Windows,macOS","User,Administrator,SYSTEM"
T1069,Permission Groups Discovery,discovery,"Windows,Azure AD,Office 365,SaaS,IaaS,Linux,macOS,Google Workspace,Containers",User
T1566,Phishing,initial-access,"Linux,macOS,Windows,SaaS,Office 365,Google Workspace",None
T1598,Phishing for Information,reconnaissance,PRE,None
T1547.011,Plist Modification,"persistence,privilege-escalation",macOS,"User,Administrator"
T1556.003,Pluggable Authentication Modules,"credential-access,defense-evasion,persistence","Linux,macOS",root
T1205.001,Port Knocking,"defense-evasion,persistence,command-and-control","Linux,macOS,Windows,Network",User
T1547.010,Port Monitors,"persistence,privilege-escalation",Windows,"SYSTEM,Administrator"
T1055.002,Portable Executable Injection,"defense-evasion,privilege-escalation",Windows,User
T1059.001,PowerShell,execution,Windows,"User,Administrator"
T1546.013,PowerShell Profile,"privilege-escalation,persistence",Windows,"User,Administrator"
T1542,Pre-OS Boot,"defense-evasion,persistence","Linux,Windows,Network","Administrator,SYSTEM"
T1547.012,Print Processors,"persistence,privilege-escalation",Windows,"Administrator,SYSTEM"
T1552.004,Private Keys,credential-access,"Linux,macOS,Windows",User
T1003.007,Proc Filesystem,credential-access,Linux,root
T1055.009,Proc Memory,"defense-evasion,privilege-escalation",Linux,None
T1057,Process Discovery,discovery,"Linux,macOS,Windows","User,Administrator,SYSTEM"
T1055.013,Process Doppelgänging,"defense-evasion,privilege-escalation",Windows,"Administrator,SYSTEM,User"
T1055.012,Process Hollowing,"defense-evasion,privilege-escalation",Windows,User
T1055,Process Injection,"defense-evasion,privilege-escalation","Linux,macOS,Windows",None
T1001.003,Protocol Impersonation,command-and-control,"Linux,Windows,macOS",None
T1572,Protocol Tunneling,command-and-control,"Linux,macOS,Windows",None
T1090,Proxy,command-and-control,"Linux,macOS,Windows,Network",None
T1055.008,Ptrace System Calls,"defense-evasion,privilege-escalation",Linux,None
T1216.001,PubPrn,defense-evasion,Windows,User
T1597.002,Purchase Technical Data,reconnaissance,PRE,None
T1059.006,Python,execution,"Linux,Windows,macOS","Administrator,SYSTEM,root"
